title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Specifying Dynamic Analyses by Extending Language Semantics";"Adrian Lienhard|Tudor Girba|Oscar Nierstrasz";"University of Bern, Bern|University of Bern, Bern|University of Bern, Bern";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"0";"464";"Semantics|Runtime|Arrays|Context|Analytical models|Performance analysis|Syntactics";"programming language semantics|formal specification|program debugging";"program profiling|dynamic analysis specification|program debugging|memory leaks detection|ownership properties|garbage collector performance|complex program instrumentations|formal specifications|textual descriptions|informal descriptions|language semantics extending|program comprehension";"debugging.|Dynamic analysis|formal definitions and theory|tracing";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5740933";"TOSE"
"StakeRare: Using Social Networks and Collaborative Filtering for Large-Scale Requirements Elicitation";"Soo Ling Lim|Anthony Finkelstein";"University College London, London|University College London, London";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"44";"2176";"Social network services|Collaboration|Filtering|Software|Size measurement|Software engineering|Business";"software management|collaborative filtering|data acquisition|project management|recommender systems|social networking (online)";"data collection|social network|collaborative filtering|requirement elicitation|software engineering|stakeholder|StakeRare|recommender system|software project";"stakeholder analysis.|Requirements/specifications|elicitation methods|requirements prioritization|experimentation|human factors|recommender systems|social network analysis";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5740931";"TOSE"
"A Semi-Automatic Approach for Extracting Software Product Lines";"Marco Tulio Valente|Virgilio Borges|Leonardo Passos";"University of Minas Gerais, Belo Horizonte|COTEMIG, Brazil|University of Waterloo, Waterloo";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"10";"964";"Feature extraction|Color|Image color analysis|Multithreading|Semantics|Software|Context";"Unified Modeling Language|feature extraction|product development|software maintenance|software reusability";"ArgoUML nontrivial systems|semiautomatic approach|software product lines extraction|SPL|legacy application|program feature|code lines localization|optional feature code annotation|product line development|CIDE|background colors|optional feature extraction|Prevayler nontrivial systems|JFreeChart nontrivial systems";"annotations|Software product lines|virtual separation of concerns|refactoring tools";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5928352";"TOSE"
"Adaptation of Service Protocols Using Process Algebra and On-the-Fly Reduction Techniques";"Radu Mateescu|Pascal Poizat|Gwen Sala&amp;#x00FC;n";"Inria Grenoble-Rh&amp;#x00F4;ne-Alpes/CONVECS, Montbonnot Saint-Martin|Universit&amp;#x00E9; d'Evry Val d'Essonne, Paris and LRI UMR CNRS, Universit&amp;#x00E9; Paris Sud, Orsay|Grenoble INP and Inria Grenoble-Rh&amp;#x00F4;ne-Alpes/CONVECS, Montbonnot Saint-Martin";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"22";"675";"Adaptation model|Protocols|Contracts|Algebra|Semantics|Encoding|Computational modeling";"specification languages|formal specification|process algebra|protocols|service-oriented architecture|software reusability";"centralized service compositions|service protocol adaptation|process algebra|on-the-fly reduction techniques|composition|software entities|reusability|software adaptation|adaptors|reused entity conversations|abstract specification|on-the-fly exploration|model-driven engineering paradigm|service-oriented computing|composition-based software engineering|service description languages";"tools|Service composition|software adaptation|interfaces|protocols|mismatch|adaptation contracts|process algebra|on--the-fly generation|verification";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5928357";"TOSE"
"BURN: Enabling Workload Burstiness in Customized Service Benchmarks";"Giuliano Casale|Amir Kalbasi|Diwakar Krishnamurthy|Jerry Rolia";"Imperial College London, London|University of Calgary, Calgary|University of Calgary, Calgary|HP Labs, Palo Alto";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"6";"422";"Benchmark testing|Markov processes|Servers|Aggregates|Analytical models|Computational modeling|Linear regression";"Markov processes|benchmark testing";"nonbursty workloads|BURN|workload burstiness|customized service benchmarks|customized benchmarks|multitier application|time-varying resource usage condition|controlled burstiness|software services|model-based technique|Markov models|resource consumption pattern|optimization program|target request mix|user-specified levels|three-tier application testbed|session service demands|fine-grained scale|latency|throughput degradation";"overdemand|Benchmarking|performance|burstiness|bottleneck migration";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5928353";"TOSE"
"DESSERT: a DividE-and-conquer methodology for identifying categorieS, choiceS, and choicE Relations for Test case generation";"Tsong Yueh Chen|Pak-Lok Poon|Sau-Fun Tang|T.H. Tse";"Swinburne University of Technology, Melbourne|The Hong Kong Polytechnic University, Hong Kong|Swinburne University of Technology, Melbourne|The University of Hong Kong, Hong Kong";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"10";"672";"Awards activities|Electronic mail|Software systems|Encoding|Software testing";"program testing|divide and conquer methods|formal specification";"black-box testing|DESSERT|divide-and-conquer methodology|category identification|choice identification|choice relation identification|test case generation|specification components|real-life commercial software systems|software testing|CHOC'LATE";"test case generation|Black-box testing|category-partition method|choice relation framework|choice relation table|software testing";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5963695";"TOSE"
"Does Software Process Improvement Reduce the Severity of Defects? A Longitudinal Field Study";"Donald E. Harter|Chris F. Kemerer|Sandra A. Slaughter";"Syracuse University, Syracuse|University of Pittsburgh, Pittsburgh and King Abdul Aziz University, Saudi Arabia|Georgia Institute of Technology, Atlanta";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"18";"1378";"Complexity theory|Production|Coordinate measuring machines|Testing|Software quality|Programming";"software process improvement|program debugging";"severe defects|software process improvement|longitudinal field study|information systems|software defects|software engineering literature|syntactical defects|critical defects";"CMM|Software complexity|defect severity|requirements ambiguity|software process";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5928358";"TOSE"
"Domain-Specific Service Selection for Composite Services";"Oliver Moser|Florian Rosenberg|Schahram Dustdar";"Vienna University of Technology, Vienna|IBM T.J. Watson Research Center, Hawthorne|Vienna University of Technology, Vienna";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"16";"917";"Quality of service|Runtime|Business|Adaptation models|Time factors|Availability|Engines";"Web services|business data processing|quality of service|reliability|specification languages";"Web services|domain-specific service selection mechanism|composite services|runtime adaptation|mission-critical business processes|quality of service|domain-agnostic QoS attributes|domain-specific QoS attributes|adaptive QoS model|domain-specific language|VieDASSL|selectors|business requirements|QoS requirements|WS-BPEL engine|telecommunication";"domain specific languages|Service composition|quality of service|monitoring|service selection";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6231591";"TOSE"
"Finding Atomicity-Violation Bugs through Unserializable Interleaving Testing";"Shan Lu|Soyeon Park|Yuanyuan Zhou";"University of Wisconsin-Madison, Madison|University of California, San Diego, La Jolla|University of California, San Diego, La Jolla";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"9";"874";"Computer bugs|Testing|Instruction sets|Concurrent computing|Stress|Complexity theory|Synchronization";"ubiquitous computing|formal verification|multiprocessing systems|probability|program debugging";"low probability interleavings|finding atomicity violation bugs|unserializable interleaving testing|multicore hardware|pervasive concurrent programs|concurrency bugs|unserializable interleaving coverage|trace analysis";"bug characteristics|Testing and debugging|debugging aids|diagnostics|testing strategies|test coverage of code|concurrent programming";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5740930";"TOSE"
"Fluid Rewards for a Stochastic Process Algebra";"Mirco Tribastone|Jie Ding|Stephen Gilmore|Jane Hillston";"Ludwig-Maximilians-Universit&amp;#x00E4;t, M&amp;#x00FC;nchen|Yangzhou University, Yangzhou|Edinburgh University, Edinburgh|Edinburgh University, Edinburgh";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"13";"346";"Convergence|Markov processes|Approximation methods|Computational modeling|Mathematical model|Servers";"stochastic processes|computational complexity|Markov processes|mathematics computing|process algebra";"state-space explosion|fluid rewards|stochastic process algebra|software systems|metric derivation|Markov chain|computational complexity|ordinary differential equation";"Markov processes|Modeling and prediction|ordinary differential equations";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5975178";"TOSE"
"Mutable Protection Domains: Adapting System Fault Isolation for Reliability and Efficiency";"Gabriel Parmer|Richard West";"The George Washington University, Washtington, DC|Boston University, Boston";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"3";"542";"Kernel|Reliability|Hardware|Servers|Switches";"operating systems (computers)|fault tolerant computing|mobile computing|object-oriented programming";"mobile computing|mutable protection domains|system fault isolation|software systems|mobile devices|large-scale servers|compile-time checks|offline verification methods|control flow interactions|hardware-based techniques|software -based techniques|software components|MPD|composite operating system|fault isolation|maximal component isolation";"performance|Component-based|operating systems|reliability|fault isolation";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5928356";"TOSE"
"Palant&amp;#x00ED;r: Early Detection of Development Conflicts Arising from Parallel Code Changes";"Anita Sarma|David F. Redmiles|Andr&amp;#x00E9; van der Hoek";"University of Nebraska- Lincoln, Lincoln|University of California, Irvine, Irvine|University of California, Irvine, Irvine";"IEEE Transactions on Software Engineering";"2012";"Journals & Magazine";"21";"709";"Monitoring|Measurement|Instant messaging|Computer architecture|Databases|Context|Laboratories";"software management|configuration management|groupware|parallel processing";"software engineering|Palanti&#x0301;r|development conflict early detection|parallel code changes|workspace awareness|dependency violations|laboratory experiments|conflict resolution strategies|software configuration management system|computer-supported collaborative work";"configuration management|Software engineering|computer-supported collaborative work|programmer workbench";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=5928359";"TOSE"
