title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Adaptive Unpacking of Android Apps";"Lei Xue|Xiapu Luo|Le Yu|Shuai Wang|Dinghao Wu";"Dept. of Comput., Hong Kong Polytech. Univ., Hong Kong, China|Dept. of Comput., Hong Kong Polytech. Univ., Hong Kong, China|Dept. of Comput., Hong Kong Polytech. Univ., Hong Kong, China|Dept. of Comput., Hong Kong Polytech. Univ., Hong Kong, China|Coll. of Inf. Sci. &amp; Technol, Pennsylvania State Univ., University Park, PA, USA";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"2";"206";"Androids|Humanoid robots|Monitoring|Subspace constraints|Data collection|Runtime|Loading";"Android (operating system)|invasive software|reverse engineering";"adaptive unpacking|Android apps|signature-based detection|reverse engineering|PackerGrind|malware authors";"Dynamic Analysis|App Unpacking";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985676";"ICSE"
"Performance Diagnosis for Inefficient Loops";"Linhai Song|Shan Lu";"|";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"0";"145";"Tools|Computer bugs|Taxonomy|Software|Redundancy|Anodes|Debugging";"program diagnostics|software engineering";"software performance degradation|root-cause and fix-strategy taxonomy|LDoctor diagnosis|static-dynamic hybrid analysis tool";"performance diagnosis|debugging|loop inefficiency";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985677";"ICSE"
"How Do Developers Fix Cross-Project Correlated Bugs? A Case Study on the GitHub Scientific Python Ecosystem";"Wanwangying Ma|Lin Chen|Xiangyu Zhang|Yuming Zhou|Baowen Xu";"State Key Lab. for Novel Software Technol., Nanjing Univ., Nanjing, China|State Key Lab. for Novel Software Technol., Nanjing Univ., Nanjing, China|Dept. of Comput. Sci., Purdue Univ., West Lafayette, IN, USA|State Key Lab. for Novel Software Technol., Nanjing Univ., Nanjing, China|State Key Lab. for Novel Software Technol., Nanjing Univ., Nanjing, China";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"1";"297";"Computer bugs|Ecosystems|Software|Collaboration|Maintenance engineering|Tools|Software engineering";"configuration management|object-oriented languages|program debugging|project management|software development management";"cross-project correlated bugs|GitHub scientific Python ecosystem|upstream bugs|bug reports";"GitHub ecosystems|cross-project correlated bugs|root causes tracking|coordinate";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985678";"ICSE"
"Feedback-Based Debugging";"Yun Lin|Jun Sun|Yinxing Xue|Yang Liu|Jinsong Dong";"Sch. of Comput., Nat. Univ. of Singapore, Singapore, Singapore|Singapore Univ. of Technol. &amp; Design, Singapore, Singapore|Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore|Sch. of Comput. Eng., Nanyang Technol. Univ., Singapore, Singapore|Sch. of Comput., Nat. Univ. of Singapore, Singapore, Singapore";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"1";"140";"Computer bugs|Debugging|Tools|Reactive power|Inspection|Software debugging|Software engineering";"formal specification|program debugging";"feedback-based debugging|human feedbacks|buggy program|partial program specification|buggy execution|execution trace|light-weight feedback|Microbat|Whyline";"debugging|feedback|slicing|path pattern|approximation";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985679";"ICSE"
"Learning Syntactic Program Transformations from Examples";"Reudismam Rolim|Gustavo Soares|Loris D'Antoni|Oleksandr Polozov|Sumit Gulwani|Rohit Gheyi|Ryo Suzuki|Bj&#x00F6;rn Hartmann";"UFCG, Brazil|UFCG, Brazil|Univ. of Wisconsin - Madison, Madison, WI, USA|Univ. of Washington, Seattle, WA, USA|Microsoft, Redmond, WA, USA|UFCG, Brazil|Univ. of Colorado Boulder, Boulder, CO, USA|UC Berkeley, Berkeley, CA, USA";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"2";"216";"DSL|Programming profession|Tools|C# languages|Pattern matching|Open source software";"automatic programming|program processors";"syntactic program transformations learning|REFAZER|programming-by-example methodology|domain-specific language|domain-specific deductive algorithms|DSL|code edits|C# open-source projects";"Program transformation|program synthesis|tutoring systems|refactoring";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985680";"ICSE"
"Precise Condition Synthesis for Program Repair";"Yingfei Xiong|Jie Wang|Runfa Yan|Jiachen Zhang|Shi Han|Gang Huang|Lu Zhang";"Key Lab. of High Confidence Software Technol., Peking Univ., Beijing, China|Key Lab. of High Confidence Software Technol., Peking Univ., Beijing, China|SISE, Univ. of Electron. Sci. &amp; Technol. of China, Chengdu, China|Key Lab. of High Confidence Software Technol., Peking Univ., Beijing, China|Microsoft Res., Beijing, China|Key Lab. of High Confidence Software Technol., Peking Univ., Beijing, China|Key Lab. of High Confidence Software Technol., Peking Univ., Beijing, China";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"2";"206";"Maintenance engineering|Text analysis|Benchmark testing|Java|Input variables|Software engineering|Software";"application program interfaces|document handling|fault location|program testing|software maintenance|sorting";"precise condition synthesis|program repair system|automatic defect repair|weak test suites|sorting method|dependency relations|document analysis technique|API document|ACS|faulty locations|repair operation|Defects4J";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985681";"ICSE"
"Heuristically Matching Solution Spaces of Arithmetic Formulas to Efficiently Reuse Solutions";"Andrea Aquino|Giovanni Denaro|Mauro Pezz&#x00E8;";"Univ. della Svizzera Italiana, Lugano, Switzerland|Univ. of Milano-Bicocca, Milan, Italy|Univ. della Svizzera Italiana, Lugano, Switzerland";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"0";"91";"Scalability|Terminology|Heuristic algorithms|Software engineering|Tools|Operating systems|Mission critical systems";"computability|program diagnostics";"heuristically matching solution spaces|arithmetic formulas|symbolic program analysis techniques|SMT solvers|structural resemblance";"SMT-based program analysis|symbolic execution|SMT solvers|solution reuse";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985682";"ICSE"
"Exploring API Embedding for API Usages and Applications";"Trong Duc Nguyen|Anh Tuan Nguyen|Hung Dang Phan|Tien N. Nguyen";"|||";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"1";"322";"Java|C# languages|Tools|Semantics|Neural networks|Syntactics";"application program interfaces|data mining|geometry|Java|neural nets|source code (software)|text analysis|vectors";"API embedding|API usages|API applications|Word2Vec vectors|neural network models|text corpus|linguistic words contexts|API2VEC|API elements|API sequences|source code|semantic relations|vector offsets|code migration domain|API mappings|Java|C#|geometric arrangements|code migration";"Word2Vec|API embedding|API usages|migration";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985683";"ICSE"
"Unsupervised Software-Specific Morphological Forms Inference from Informal Discussions";"Chunyang Chen|Zhenchang Xing|Ximing Wang";"Sch. of Comput. Sci. &amp; Eng., Nanyang Technol. Univ., Singapore, Singapore|Res. Sch. of Comput. Sci., Australian Nat. Univ., Canberra, ACT, Australia|Sch. of Comput. Sci. &amp; Eng., Nanyang Technol. Univ., Singapore, Singapore";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"1";"129";"Software engineering|Encyclopedias|Electronic publishing|Internet|Thesauri|Dictionaries";"natural language processing|software engineering|text analysis|thesauri";"unsupervised software-specific morphological forms inference|informal discussions|natural language process|software engineering tasks|NLP techniques|software-specific terms|thesaurus|domain-specific lexical rules";"abbreviation|synonym|morphological form|word embedding|Stack Overflow";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985684";"ICSE"
"SPAIN: Security Patch Analysis for Binaries towards Understanding the Pain and Pills";"Zhengzi Xu|Bihuan Chen|Mahinthan Chandramohan|Yang Liu|Fu Song";"Sch. of Comput. Sci. &amp; Eng., Nanyang Technol. Univ., Singapore, Singapore|Sch. of Comput. Sci. &amp; Eng., Nanyang Technol. Univ., Singapore, Singapore|Sch. of Comput. Sci. &amp; Eng., Nanyang Technol. Univ., Singapore, Singapore|Sch. of Comput. Sci. &amp; Eng., Nanyang Technol. Univ., Singapore, Singapore|Sch. of Inf. Sci. &amp; Technol., Shanghai Tech Univ., China";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"0";"167";"Security|Semantics|Software|Tools|Scalability|Registers|Portable document format";"security of data|software engineering";"SPAIN|security patch analysis|software vulnerability|software security|scalable binary-level patch analysis framework|binary programs";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985685";"ICSE"
"Travioli: A Dynamic Analysis for Detecting Data-Structure Traversals";"Rohan Padhye|Koushik Sen";"EECS Dept., Univ. of California, Berkeley, Berkeley, CA, USA|EECS Dept., Univ. of California, Berkeley, Berkeley, CA, USA";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"0";"140";"Reactive power|Arrays|Computer bugs|Lenses|Data visualization|Performance analysis";"data structures|Java|system monitoring";"dynamic analysis|data-structure traversals|acyclic execution contexts|real-world JavaScript programs|Travioli|regression tests|performance bugs";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985686";"ICSE"
"ProEva: Runtime Proactive Performance Evaluation Based on Continuous-Time Markov Chains";"Guoxin Su|Taolue Chen|Yuan Feng|David S. Rosenblum";"Sch. of Comput. &amp; Inf. Technol., Univ. of Wollongong, Wollongong, NSW, Australia|Dept. of Comput. Sci., Middlesex Univ., London, UK|Fac. of Eng. &amp; Inf. Technol, Univ. of Technol. Sydney, Sydney, NSW, Australia|Sch. of Comput., Nat. Univ. of Singapore, Singapore, Singapore";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"0";"131";"Software engineering";"formal verification|Markov processes|software performance evaluation";"ProEva|runtime proactive performance evaluation|continuous-time Markov chains|service-based software systems|time-bounded CTMC model checking";"continuous-time Markov chain|imprecise parameters|performance|Quality-of-Service";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985687";"ICSE"
"Glacier: Transitive Class Immutability for Java";"Michael Coblenz|Whitney Nelson|Jonathan Aldrich|Brad Myers|Joshua Sunshine";"Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Hampton Univ., Hampton, VA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA|Sch. of Comput. Sci., Carnegie Mellon Univ., Pittsburgh, PA, USA";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"3";"98";"Java|Computer bugs|Runtime|Usability|Tools";"Java|program debugging|software tools";"Glacier tool|Java|transitive class immutability|software bugs prevention|programming languages";"immutability|programming language usability|empirical studies of programmers";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985688";"ICSE"
"Challenges for Static Analysis of Java Reflection - Literature Review and Empirical Study";"Davy Landman|Alexander Serebrenik|Jurgen J. Vinju";"Centrum Wiskunde &amp; Inf., Amsterdam, Netherlands|Centrum Wiskunde &amp; Inf., Amsterdam, Netherlands|Centrum Wiskunde &amp; Inf., Amsterdam, Netherlands";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"3";"225";"Java|Tools|Bibliographies|Grammar|Software|Systematics|Semantics";"application program interfaces|computational linguistics|Java|program diagnostics|public domain software|software tools|source code (software)|trees (mathematics)";"static analysis tool|Java Reflection API|literature review|software behavior|real-world Java code analysis|Java projects|reflective Java code|Java systems|collected descriptive statistics|abstract syntax trees|source code|code idioms|nonexceptional exceptions|programmatic filtering meta objects|dynamic proxies|collections semantics|reflection code analysis";"Java|Reflection|Static Analysis|Systematic Literature Review|Empirical Study";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985689";"ICSE"
"Machine-Learning-Guided Selectively Unsound Static Analysis";"Kihong Heo|Hakjoo Oh|Kwangkeun Yi";"Seoul Nat. Univ., Seoul, South Korea|Korea Univ., Seoul, South Korea|Seoul Nat. Univ., Seoul, South Korea";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"0";"193";"Computer bugs|Libraries|Benchmark testing|Tools|Software engineering|Scalability|Support vector machines";"learning (artificial intelligence)|program diagnostics";"machine-learning-guided selectively unsound static Analysis|bug-finding static analyzers|anomaly-detection technique|taint analysis|interval analysis|buffer-overflow detection";"Static Analysis|Machine Learning|Bug-finding";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985690";"ICSE"
"How Good Is a Security Policy against Real Breaches? A HIPAA Case Study";"&#x00D6;zg&#x00FC;r Kafali|Jasmine Jones|Megan Petruso|Laurie Williams|Munindar P. Singh";"Dept. of Comput. Sci., North Carolina State Univ., Raleigh, NC, USA|Coll. of Arts &amp; Sci., Elon Univ., Elon, NC, USA|Dept. of Comput. Sci., Appalachian State Univ., Boone, NC, USA|Dept. of Comput. Sci., North Carolina State Univ., Raleigh, NC, USA|Dept. of Comput. Sci., North Carolina State Univ., Raleigh, NC, USA";"Software Engineering (ICSE), 2017 IEEE/ACM 39th International Conference on";"2017";"Conference Publication";"0";"248";"Ontologies|Security|Semantics|Medical services|Cognition|Measurement|Taxonomy";"inference mechanisms|security of data|software engineering";"HIPAA|security policies|security breaches|semantic reasoning|SEMAVER|norm violation|semantic similarity metric|US Health Insurance Portability and Accountability Act|US Department of Health and Human Services|HHS|accidental misuses|malicious misuses|software development";"Security and privacy breaches|social norms|breach ontology|semantic similarity";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7985691";"ICSE"
